program_year_id,week_num,friday_date,slot_8pm,slot_830pm,slot_9pm,slot_930pm
10,19,1999-01-29,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,20,1999-02-05,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,21,1999-02-12,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,22,1999-02-19,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,23,1999-02-26,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,24,1999-03-05,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,25,1999-03-12,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,26,1999-03-19,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,27,1999-03-26,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,28,1999-04-02,Two of a Kind,Boy Meets World,Sabrina the Teenage Witch,Brother's Keeper
10,29,1999-04-09,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,30,1999-04-16,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,31,1999-04-23,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,32,1999-04-30,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,33,1999-05-07,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,34,1999-05-14,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
10,35,1999-05-21,Sabrina the Teenage Witch,Boy Meets World,"Two Guys, a Girl, and a Pizza Place",Brother's Keeper
11,1,1999-09-24,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,2,1999-10-01,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,3,1999-10-08,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,4,1999-10-15,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,5,1999-10-22,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,6,1999-10-29,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,7,1999-11-05,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,8,1999-11-12,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,9,1999-11-19,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,10,1999-11-26,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,11,1999-12-03,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,12,1999-12-10,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,13,1999-12-17,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,14,1999-12-24,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,15,1999-12-31,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,16,2000-01-07,The Hughley's,Boy Meets World,Sabrina the Teenage Witch,Odd Man Out
11,17,2000-01-14,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,18,2000-01-21,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,19,2000-01-28,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,20,2000-02-04,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,21,2000-02-11,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,22,2000-02-18,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,23,2000-02-25,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,24,2000-03-03,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,25,2000-03-10,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,26,2000-03-17,Boy Meets World,Odd Man Out,Sabrina the Teenage Witch,The Hughley's
11,27,2000-03-24,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,28,2000-03-31,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,29,2000-04-07,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,30,2000-04-14,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,31,2000-04-21,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,32,2000-04-28,Boy Meets World,The Hughley's,Sabrina the Teenage Witch,Making the Band
11,33,2000-05-05,Boy Meets World,Boy Meets World,Sabrina the Teenage Witch,Making the Band
